occupation_id,name,entry_level_education,career_cluster,active_listening.i,active_listening.l,basic.mathematics.i,basic.mathematics.l,reading_comprehension.i,reading_comprehension.l,basic.science.i,basic.science.l,speaking.i,speaking.l,writing.i,writing.l,active_learning.i,active_learning.l,critical_thinking.i,critical_thinking.l,learning_strategies.i,learning_strategies.l,monitoring.i,monitoring.l,complex_problem_solving.i,complex_problem_solving.l,management_of_financial_resources.i,management_of_financial_resources.l,management_of_material_resources.i,management_of_material_resources.l,management_of_personal_resources.i,management_of_personal_resources.l,time_management.i,time_management.l,coordination.i,coordination.l,instructing.i,instructing.l,negotiation.i,negotiation.l,persuasion.i,persuasion.l,service_orientation.i,service_orientation.l,social_perceptiveness.i,social_perceptiveness.l,judgment_and_decision.ijudgment_and_decision.l,systems_analysis.i,systems_analysis.l,systems_evaluation.i,systems_evaluation.l,installation.i,installation.l,quality_control_analysis.i,quality_control_analysis.l,technology_design.i,technology_design.l,equipment_selection.i,equipment_selection.l,equipment_maintenance.i,equipment_maintenance.l,programming.i,programming.l,troubleshooting.i,troubleshooting.l,operations_monitoring.i,operations_monitoring.l,repairing.i,repairing.l,operation_and_control.i,operation_and_control.l,operations_analysis.i,operations_analysis.l,time_sharing.i,time_sharing.l,selective_attention.i,selective_attention.l,problem_sensitivity.i,problem_sensitivity.l,fluency_of_ideas.i,fluency_of_ideas.l,originality.i,originality.l,deductive_reasoning.i,deductive_reasoning.l,inductive_reasoning.i,inductive_reasoning.l,category_flexibility.i,category_flexibility.l,information_ordering.i,information_ordering.l,perceptual_speed.i,perceptual_speed.l,flexibility_of_closure.i,flexibility_of_closure.l,speed_of_closure.i,speed_of_closure.l,number_facility.i,number_facility.l,mathematical_reasoning.i,mathematical_reasoning.l,spatial_orientation.i,spatial_orientation.l,visualization.i,visualization.l,written_expression.i,written_expression.l,oral_expression.i,oral_expression.l,oral_comprehension.i,oral_comprehension.l,written_comprehension.i,written_comprehension.l,memorization.i,memorization.l,dynamic_flexibility.i,dynamic_flexibility.l,gross_body_equilibrium.i,gross_body_equilibrium.l,extent_flexibility.i,extent_flexibility.l,gross_body_coordination.i,gross_body_coordination.l,explosive_strength.i,explosive_strength.l,static_strength.i,static_strength.l,dynamic_strength.i,dynamic_strength.l,trunk_strength.i,trunk_strength.l,stamina.i,stamina.l,response_orientation.i,response_orientation.l,control_precision.i,control_precision.l,multilimb_coordination.i,multilimb_coordination.l,rate_control.i,rate_control.l,arm_hand_steadiness.i,arm_hand_steadiness.l,finger_dexterity.i,finger_dexterity.l,manual_dexterity.i,manual_dexterity.l,speed_of_limb_movement.i,speed_of_limb_movement.l,wrist_finger_speed.i,wrist_finger_speed.l,reaction_time.i,reaction_time.l,speech_clarity.i,speech_clarity.l,auditory_attention.i,auditory_attention.l,speech_recognition.i,speech_recognition.l,sound_localization.i,sound_localization.l,hearing_sensitivity.i,hearing_sensitivity.l,far_vision.i,far_vision.l,glare_sensitivity.i,glare_sensitivity.l,night_vision.i,night_vision.l,depth_perception.i,depth_perception.l,visual_color_discrimination.i,visual_color_discrimination.l,peripheral_vision.i,peripheral_vision.l,near_vision.i,near_vision.l,interests,english_language.i,english_language.l,history_and_archeology.i,history_and_archeology.l,foreign_language.i,foreign_language.l,philosophy_and_theology.i,philosophy_and_theology.l,fine_arts.i,fine_arts.l,administration_and_management.i,administration_and_management.l,economics_and_accounting.i,economics_and_accounting.l,customer_and_personal_service.i,customer_and_personal_service.l,personnel_and_human_resources.i,personnel_and_human_resources.l,administrative.i,administrative.l,sales_and_marketing.i,sales_and_marketing.l,communications_and_media.i,communications_and_media.l,telecommunications.i,telecommunications.l,building_and_construction.i,building_and_construction.l,engineering_and_technology.i,engineering_and_technology.l,mechanical.i,mechanical.l,design.i,design.l,computers_and_electronics.i,computers_and_electronics.l,education_and_training.i,education_and_training.l,therapy_and_counseling.i,therapy_and_counseling.l,medicine_and_dentistry.i,medicine_and_dentistry.l,public_safety_and_security.i,public_safety_and_security.l,law_and_government.i,law_and_government.l,food_production.i,food_production.l,production_and_processing.i,production_and_processing.l,geography.i,geography.l,chemistry.i,chemistry.l,mathematics.i,mathematics.l,physics.i,physics.l,sociology_and_anthropology.i,sociology_and_anthropology.l,biology.i,biology.l,psychology.i,psychology.l,transportation.i,transportation.l,work_values,work_styles.achievement_effort,work_styles.initiative,work_styles.persistence,work_styles.adaptability_flexibility,work_styles.self_control,work_styles.stress_tolerance,work_styles.attention_to_detail,work_styles.dependability,work_styles.integrity,work_styles.independence,work_styles.concern_for_others,work_styles.cooperation,work_styles.social_orientation,work_styles.analytical_thinking,work_styles.innovation,work_styles.leadership,electronic_mail,face_to_face_discussions,letters_and_memos,public_speaking,telephone,contact_with_others,deal_with_physically_aggressive_people,deal_with_unpleasant_or_angry_people,frequency_of_conflict_situations,responsibility_for_outcomes_and_results,responsible_for_others_health_and_safety,coordinate_or_lead_others,deal_with_external_customers,work_with_work_group_or_team,spend_time_bending_or_twisting_the_body,spent_time_climbing_ladders_scaffolds_or_poles,spend_time_keeping_or_regaining_balance,spend_time_kneeling_crouching_stooping_or_crawling,spend_time_making_repetitive_motions,spend_time_sitting,spend_time_standing,spend_time_using_your_hands_to_handle_control_or_feel_objects_tools_or_controls,spend_time_walking_and_running,cramped_work_space_awkward_positions,exposed_to_contaminants,exposed_to_whole_body_vibrations,extremely_bright_or_inadequate_lighting,sounds_noise_levels_are_distracting_or_uncomfortable,very_hot_or_cold_temperatures,exposed_to_disease_or_infections,exposed_to_hazardous_conditions,exposed_to_hazardous_equipment,exposed_to_high_places,exposed_to_minor_burns_cuts_bites_or_stings,exposed_to_radiation,wear_common_protective_or_safety_equipment,wear_specialized_protective_or_safety_equipment,in_a_enclosed_vehicle_or_equipment,in_an_open_vehicle_or_equipment,indoors_environmentally_controlled,indoors_not_environmentally_controlled,outdoors_exposed_to_whether,outdoors_under_cover,physical_proximity,level_of_competition,consequence_of_error,freedom_to_make_decisions,frequency_of_decision_making,impact_of_decisions_on_co_workers_or_company_results,duration_of_typical_work_week,pace_determined_by_speed_of_equipment,time_pressure,work_schedules,degree_of_automation,importance_of_being_exact_or_accurate,importance_of_repeating_same_tasks,structured_versus_unstructured_work,estimating_the_quantifiable_characteristics_or_information.i,estimating_the_quantifiable_characteristics_or_information.l,identifying_objectives_actions_and_events.i,identifying_objectives_actions_and_events.l,inspecting_equipment_structures_or_materials.i,inspecting_equipment_structures_or_materials.l,getting_information.i,getting_information.l,monitoring_processes_materials_or_surroundings.i,monitoring_processes_materials_or_surroundings.l,monitoring_and_controlling_resources.i,monitoring_and_controlling_resources.l,performing_administrative_activities.i,performing_administrative_activities.l,staffing_organizational_units.i,staffing_organizational_units.l,assisting_and_caring_for_others.i,assisting_and_caring_for_others.l,communicating_with_people_outside_the_organization.i,communicating_with_people_outside_the_organization.l,communicating_with_supervisors_peers_or_subordinates.i,communicating_with_supervisors_peers_or_subordinates.l,establishing_and_maintaining_interpersonal_relationships.i,establishing_and_maintaining_interpersonal_relationships.l,interpreting_the_meaning_of_information_for_others.i,interpreting_the_meaning_of_information_for_others.l,performing_for_or_working_directly_with_the_public.i,performing_for_or_working_directly_with_the_public.l,resolving_conflicts_and_negotiating_with_others.i,resolving_conflicts_and_negotiating_with_others.l,selling_or_influencing_others.i,selling_or_influencing_others.l,coaching_and_developing_others.i,coaching_and_developing_others.l,coordinating_the_work_and_activities_of_others.i,coordinating_the_work_and_activities_of_others.l,developing_and_building_teams.i,developing_and_building_teams.l,guiding_directing_and_motivating_subordinates.i,guiding_directing_and_motivating_subordinates.l,providing_consultation_and_advice_to_others.i,providing_consultation_and_advice_to_others.l,training_and_teaching_others.i,training_and_teaching_others.l,analysing_data_or_information.i,analysing_data_or_information.l,evaluating_information_to_determine_compliance_with_standards.i,evaluating_information_to_determine_compliance_with_standards.l,judging_the_qualities_of_objects_services_or_people.ijudging_the_qualities_of_objects_services_or_people.l,processing_information.i,processing_information.l,developing_objectives_and_strategies.i,developing_objectives_and_strategies.l,making_decisions_and_solving_problems.i,making_decisions_and_solving_problems.l,organizing_planning_and_prioritizing_work.i,organizing_planning_and_prioritizing_work.l,scheduling_work_and_activities.i,scheduling_work_and_activities.l,thinking_creatively.i,thinking_creatively.l,updating_and_using_relevant_knowledge.i,updating_and_using_relevant_knowledge.l,documenting_recording_information.i,documenting_recording_information.l,drafting_laying_out_and_specifying_technical_devices_parts_and_equipment.i,drafting_laying_out_and_specifying_technical_devices_parts_and_equipment.l,repairing_and_maintaining_electronic_equipment.i,repairing_and_maintaining_electronic_equipment.l,repairing_and_maintaining_mechanical_equipment.i,repairing_and_maintaining_mechanical_equipment.l,working_with_computers.i,working_with_computers.l,controlling_machines_and_processes.i,controlling_machines_and_processes.l,handling_and_moving_objectives.i,handling_and_moving_objectives.l,operating_vehicles_mechanized_devices_or_equipment.i,operating_vehicles_mechanized_devices_or_equipment.l,performing_general_physical_activities.i,performing_general_physical_activities.l
642b07e93fc1bbe49c8926e5,Accountants and Auditors,Bachelor's degree,Finance,74,57,67,57,74,58,22,23,70,55,69,52,58,50,72,55,49,43,58,51,61,51,39,37,25,25,49,44,56,48,52,46,47,46,50,44,53,47,50,45,52,45,63,54,55,52,49,49,0,0,19,0,19,13,0,0,0,0,16,14,3,0,24,21,0,0,0,0,39,38,35,33,55,43,72,56,52,47,50,46,74,62,70,59,56,54,70,55,49,42,52,47,47,41,74,60,74,58,0,0,31,34,72,57,74,62,70,59,74,61,47,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,5,0,0,0,0,0,6,0,22,21,5,0,0,0,8,0,0,0,61,47,24,20,61,48,0,0,25,24,39,37,0,0,0,0,17,10,25,27,0,0,70,59,CEI,74,61,5,0,4,0,4,0,1,0,63,58,91,83,63,63,41,43,52,64,25,0,35,34,22,13,4,0,5,0,4,0,6,0,51,57,38,49,3,0,1,0,8,0,58,51,2,0,16,16,7,0,2,0,73,70,1,0,6,0,0,0,19,24,14,13,AIRc,72,77,77,71,73,78,97,92,97,67,57,79,60,86,52,63,100,93,72,25,96,89,1,36,44,65,33,62,69,80,5,1,0,2,40,88,20,23,14,5,5,0,7,40,7,1,2,2,3,2,0,5,1,20,1,91,10,7,6,46,60,44,76,74,83,72,2,80,14,51,93,71,79,48,45,69,60,29,30,87,71,66,61,55,57,69,63,49,47,36,36,70,60,86,73,79,72,68,60,36,37,55,59,44,43,61,59,66,61,65,57,59,57,58,57,67,61,78,74,84,72,51,50,80,76,58,55,79,72,79,76,62,60,58,57,77,71,82,65,6,0,7,0,4,0,86,62,14,14,15,22,8,0,14,14
642b07e93fc1bbe49c892801,Actors,"Some college, no degree","Arts, Audio/Video Technology & Communications",69,52,0,0,72,55,13,7,72,57,47,48,41,37,50,43,44,36,50,43,47,37,0,0,0,0,35,34,50,43,47,43,44,37,38,37,38,39,28,32,69,54,47,43,25,23,25,23,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,19,20,44,41,50,45,53,45,50,48,69,48,47,43,47,43,44,43,47,43,25,27,31,34,28,32,3,0,0,0,0,0,41,36,47,48,78,57,75,59,72,50,72,57,0,0,25,29,25,27,31,36,13,13,25,27,25,27,35,34,25,25,0,0,0,0,25,29,0,0,25,25,25,27,25,25,0,0,3,0,0,0,72,68,25,27,50,41,0,0,22,25,35,37,22,21,0,0,0,0,25,27,0,0,66,50,AE,83,67,40,42,24,31,38,43,92,84,39,32,18,0,52,43,25,26,30,30,47,45,78,66,15,17,14,16,4,0,7,0,34,29,31,30,43,44,31,33,6,0,30,23,13,15,0,0,9,0,17,24,0,0,18,20,6,0,61,62,1,0,57,55,14,17,RAI,93,95,96,95,88,91,76,95,73,73,79,100,95,56,77,68,92,85,38,89,67,93,12,42,43,50,48,54,66,100,40,18,20,15,35,29,71,27,39,22,32,4,56,31,13,5,6,17,29,7,0,8,4,26,11,89,23,19,16,95,81,24,61,66,57,9,6,90,55,9,79,40,47,22,0,54,33,24,18,57,42,50,38,15,0,16,0,8,0,35,27,57,57,74,70,89,73,33,27,79,65,33,28,20,0,31,36,33,32,33,31,27,27,20,24,39,35,20,20,13,12,29,28,12,13,23,0,43,31,50,51,33,32,85,66,27,29,39,27,6,0,6,0,7,0,24,0,11,12,51,57,8,0,76,67
642b07e93fc1bbe49c892712,Actuaries,Bachelor's degree,Finance,75,59,81,70,78,66,28,29,72,57,60,57,60,59,81,68,50,50,53,52,75,66,41,48,28,32,44,41,53,50,50,43,50,50,50,45,50,52,47,45,47,41,81,68,72,64,75,64,0,0,25,25,19,14,0,0,0,0,38,39,0,0,22,18,0,0,0,0,56,48,38,34,60,52,72,63,53,57,53,50,78,68,75,66,72,57,72,61,47,43,60,48,44,41,81,71,88,71,0,0,38,41,69,57,72,68,75,64,75,66,44,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0,3,0,16,18,0,0,0,0,6,0,0,0,63,54,25,23,56,55,0,0,22,21,41,41,0,0,0,0,16,11,25,25,0,0,75,57,CIE,69,63,4,0,9,17,4,0,0,0,58,67,80,75,40,44,37,53,25,41,33,48,29,32,10,8,6,0,10,16,2,0,19,22,68,65,38,51,8,11,18,20,14,18,59,54,0,0,17,20,16,23,2,0,99,95,4,0,24,28,4,0,25,35,9,13,WAI,86,79,80,70,59,70,94,85,92,61,40,74,32,95,56,64,100,90,54,33,91,66,1,23,38,55,10,53,42,74,3,0,0,2,35,92,17,21,7,2,0,0,1,13,1,0,0,0,0,1,0,0,0,6,0,94,0,0,0,35,65,57,67,65,78,85,0,66,5,38,88,52,73,73,69,70,67,10,0,90,81,49,50,30,43,26,38,35,54,17,17,66,65,84,72,65,65,81,74,17,25,39,51,38,46,56,65,56,58,58,57,55,59,71,76,57,53,97,93,85,76,50,53,92,87,60,63,91,83,67,72,49,54,67,71,85,79,62,60,7,0,2,0,0,0,91,67,3,0,4,0,2,0,2,0
642b07e93fc1bbe49c892859,Acupuncturists,Doctoral or professional degree,Health Science,72,57,25,29,60,57,38,30,63,55,53,50,53,46,69,55,41,41,56,50,53,45,13,13,16,14,28,29,50,41,50,41,44,41,31,29,41,39,66,50,69,55,63,52,47,41,47,41,0,0,25,29,13,9,13,11,0,0,6,0,19,11,25,21,0,0,19,13,19,16,44,34,53,45,72,59,53,46,47,45,72,57,69,57,50,46,53,45,41,39,50,45,38,30,28,30,28,29,6,0,47,41,53,54,72,59,72,59,66,57,28,25,0,0,19,13,31,29,16,9,6,0,28,23,31,25,35,34,28,25,0,0,28,30,41,32,3,0,56,48,56,50,50,43,3,0,16,11,13,9,56,43,22,25,53,43,0,0,22,25,41,36,0,0,0,0,25,23,25,25,0,0,69,55,SRI,65,54,19,0,27,26,37,57,10,0,55,48,40,34,79,74,38,44,46,55,66,62,33,36,20,15,6,0,11,11,12,0,7,0,46,45,65,70,77,71,90,68,35,34,36,36,10,0,24,29,18,24,21,25,27,29,14,0,40,43,49,55,73,79,15,14,AIR,56,65,72,74,88,66,86,90,97,74,73,67,58,71,60,61,86,74,51,37,72,84,16,47,42,52,85,48,77,57,61,0,36,29,66,31,69,83,38,21,1,6,6,17,6,83,6,5,0,11,16,51,6,5,5,100,12,0,0,100,64,55,86,79,73,64,21,68,12,14,79,70,84,37,42,69,79,56,43,81,61,68,74,60,66,62,64,38,46,91,88,51,48,58,48,86,78,57,64,57,55,57,58,56,50,57,62,50,50,38,36,33,37,80,78,64,62,57,63,51,57,80,71,68,74,49,56,81,71,63,68,50,63,69,81,87,85,81,68,13,18,37,38,37,35,45,42,49,52,55,70,25,18,67,66
642b07e93fc1bbe49c89283a,Acute Care Nurses,Bachelor's degree,Health Science,75,55,44,41,75,64,50,45,75,57,63,52,69,55,75,57,53,52,75,59,69,54,25,23,28,27,50,43,53,46,69,55,60,57,50,45,50,45,75,55,75,66,69,57,50,45,50,46,0,0,35,36,25,16,22,14,0,0,16,11,25,23,50,43,0,0,47,39,38,37,50,43,53,45,78,68,50,43,50,43,75,57,75,57,53,48,75,57,50,43,47,43,44,43,35,41,44,41,0,0,41,41,69,57,75,57,78,59,75,57,47,41,0,0,25,27,13,9,25,29,25,27,31,41,13,11,16,13,25,25,25,29,16,13,16,13,10,5,19,14,44,36,19,14,6,0,10,5,28,29,75,52,28,32,72,54,0,0,31,32,47,41,0,0,0,0,25,25,50,43,0,0,72,57,SIR,82,64,10,12,31,28,40,48,5,0,47,42,17,16,84,80,35,35,42,44,20,23,31,32,30,18,5,0,17,17,17,19,9,0,40,43,79,67,72,66,91,69,49,43,40,38,6,0,19,17,10,14,43,41,60,53,26,25,52,52,58,50,77,82,15,13,RSA,81,85,78,93,90,97,94,94,97,74,93,92,86,78,63,78,87,99,64,29,100,95,50,77,72,70,79,75,88,94,46,0,14,26,38,31,70,51,64,47,64,1,23,70,5,100,32,7,0,19,32,81,48,5,0,96,0,0,0,95,48,94,85,91,91,46,15,89,2,37,96,64,83,43,39,75,72,47,45,87,66,76,80,47,46,51,49,55,49,95,93,49,45,86,73,78,77,72,60,83,73,71,71,34,36,66,70,68,64,77,66,68,63,48,52,71,61,62,62,74,62,52,50,70,66,52,52,80,78,84,76,60,60,57,53,78,74,95,72,14,12,21,17,10,15,79,52,52,56,73,75,25,21,76,66
642b07e93fc1bbe49c8927e2,Adapted Physical Education Specialists,Bachelor's degree,Education & Training,75,59,25,29,72,57,13,13,75,57,72,55,75,55,72,55,72,57,72,55,56,48,13,7,19,20,50,41,53,46,63,55,78,52,47,45,53,52,72,54,75,59,72,55,50,43,53,46,0,0,25,25,22,16,3,0,0,0,6,0,22,13,28,29,0,0,13,7,25,29,47,41,53,43,72,55,60,50,56,50,72,55,60,48,50,46,56,54,44,41,53,43,44,39,25,29,25,29,19,13,35,37,72,54,78,59,75,61,72,57,44,39,6,0,44,39,50,43,50,43,28,30,50,43,28,30,50,43,50,43,28,29,31,36,50,43,0,0,50,43,44,39,50,43,25,23,10,7,22,18,69,57,31,34,69,55,0,0,28,30,53,45,0,0,0,0,25,27,25,30,0,0,72,54,SR,61,56,16,18,30,26,30,35,24,20,38,35,10,12,53,53,18,20,44,44,8,12,41,39,22,14,7,0,22,25,16,21,14,18,42,48,88,71,54,50,38,33,43,35,44,38,3,0,11,16,10,13,12,12,32,37,24,19,38,41,32,29,73,68,28,25,RAI,78,88,85,93,83,78,76,89,89,79,89,92,76,72,82,83,94,95,51,58,62,85,53,56,57,59,70,69,58,86,54,6,41,43,39,23,86,44,73,22,17,3,25,64,31,43,4,6,6,30,0,8,1,45,1,72,56,54,33,92,41,35,89,62,55,62,3,60,5,5,46,30,88,35,34,64,56,45,37,78,64,60,59,23,28,49,42,11,0,85,69,49,45,76,64,75,69,57,46,55,50,51,49,30,31,69,64,55,49,64,48,67,53,63,59,66,59,54,52,63,54,60,53,48,46,76,61,75,64,75,70,57,54,76,69,63,56,73,54,5,0,8,0,12,16,56,45,12,15,66,69,22,18,87,71
642b07e93fc1bbe49c892a26,Adhesive Bonding Machine Operators and Tenders,High school diploma or equivalent,Manufacturing,53,39,38,34,50,36,13,7,53,37,44,32,41,34,47,39,31,30,53,45,44,36,19,11,19,18,22,25,50,41,50,43,31,34,22,23,25,27,31,29,47,34,41,36,44,37,28,27,3,0,53,50,6,0,28,30,47,45,16,9,50,43,69,57,50,41,72,54,19,11,44,32,53,46,60,43,22,25,25,25,53,39,50,39,53,43,53,43,56,45,50,39,31,29,35,30,38,29,22,18,53,45,44,32,53,43,56,45,53,43,28,25,13,11,28,29,56,48,47,39,22,16,66,50,50,39,63,45,53,37,47,41,63,48,56,52,60,45,66,43,60,45,66,43,31,25,44,34,56,48,50,37,50,45,50,39,22,16,44,39,47,41,19,18,19,16,50,41,44,37,25,21,63,46,RC,60,48,1,0,6,0,8,0,2,0,44,35,20,18,49,36,32,31,28,21,30,26,12,0,20,14,12,15,33,33,67,58,20,18,44,44,48,50,12,0,11,0,47,36,16,0,5,0,76,59,8,0,37,45,49,40,24,21,16,15,5,0,35,31,20,22,SRA,68,67,71,65,73,58,87,80,71,64,55,74,57,49,51,54,40,86,58,34,36,90,27,50,46,75,71,57,33,69,56,14,31,48,68,12,90,91,70,48,95,10,28,80,44,9,49,72,19,47,15,89,33,0,36,73,34,6,7,70,40,71,79,69,73,65,75,78,20,46,72,66,58,62,39,78,49,84,49,80,37,76,53,14,14,27,21,14,0,34,34,8,0,72,47,51,46,43,27,3,0,24,17,18,0,38,38,51,45,53,52,31,24,27,19,59,44,40,33,62,38,75,50,56,35,37,26,62,47,67,55,39,32,30,31,48,42,60,34,12,11,41,31,61,46,46,31,90,70,86,89,75,40,79,60
642b07e93fc1bbe49c8927ab,"Administrative Law Judges, Adjudicators, and Hearing Officers",Doctoral or professional degree,"Law, Public Safety, Corrections & Security",81,79,28,34,81,68,16,11,75,68,78,70,69,59,81,73,50,41,66,57,72,57,19,14,16,9,41,36,56,48,50,41,44,41,56,50,50,52,50,41,72,57,78,70,44,39,44,41,0,0,3,0,19,13,0,0,0,0,13,7,0,0,13,7,0,0,0,0,22,25,44,37,53,43,75,57,47,45,47,43,78,68,81,70,53,46,69,54,41,36,47,41,44,34,28,37,31,34,0,0,19,18,78,71,75,71,81,71,81,71,41,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,9,0,0,0,0,16,9,0,0,0,0,19,11,22,21,19,11,0,0,6,0,0,0,72,63,25,29,69,57,0,0,25,20,44,43,0,0,0,0,0,0,22,14,0,0,69,61,EIS,78,66,5,0,8,7,15,19,0,0,57,49,18,12,72,62,38,40,61,60,0,0,30,30,17,14,9,0,6,0,12,7,3,0,44,45,35,33,39,40,58,37,36,28,96,71,0,0,15,18,7,9,3,0,42,34,0,0,19,19,18,0,37,36,23,22,RcAW,80,75,71,76,94,89,94,88,97,90,81,86,54,88,52,72,98,80,88,41,87,84,25,70,69,36,16,61,95,64,9,0,2,2,67,99,15,50,11,3,9,0,9,38,1,9,0,0,0,1,0,0,0,9,0,99,1,0,0,42,48,37,88,96,87,41,1,86,1,29,88,79,84,26,28,78,70,8,0,89,74,31,25,18,18,68,57,11,0,33,30,69,67,70,60,59,60,73,58,70,60,74,75,34,34,28,30,28,28,19,16,24,25,35,34,31,27,71,63,86,75,69,62,80,69,26,25,90,79,70,71,52,48,52,50,82,75,68,54,8,0,11,0,7,0,61,40,15,13,11,0,16,14,11,0
642b07e93fc1bbe49c892692,Administrative Services Managers,Postsecondary nondegree award,Business Management & Administration,75,57,31,30,75,57,0,0,72,55,69,54,53,48,69,55,50,46,60,52,56,45,47,41,47,41,60,54,75,57,69,52,50,46,66,46,50,45,56,46,56,54,56,45,53,45,44,45,0,0,31,30,13,11,3,0,0,0,10,9,22,18,31,32,0,0,16,14,44,36,53,41,53,43,63,54,53,45,50,45,66,55,63,48,53,45,53,45,44,34,47,34,28,37,44,39,41,36,13,7,47,39,72,57,75,57,75,57,75,57,41,37,0,0,13,9,13,11,13,9,13,11,16,14,13,11,19,18,10,7,13,9,25,25,16,14,16,13,28,29,38,30,25,23,0,0,6,0,13,13,66,50,31,32,66,52,13,11,28,30,44,39,13,9,13,9,25,23,25,29,13,9,66,52,EC,76,55,11,11,9,11,12,19,3,0,81,65,48,45,86,74,59,59,73,74,24,29,35,31,41,31,32,31,27,23,33,32,28,29,59,59,46,44,19,20,20,15,57,47,47,38,7,0,47,43,13,16,13,19,57,51,15,16,19,21,9,0,27,28,24,20,RIRc,74,81,75,80,88,86,84,92,93,78,76,83,66,76,71,74,99,98,64,32,95,88,19,52,55,76,76,73,78,89,18,8,8,17,44,67,37,31,37,13,28,1,15,43,21,23,11,12,11,19,0,21,4,29,13,82,23,20,17,45,37,44,78,73,71,62,12,68,6,29,79,59,76,52,46,72,63,54,40,91,72,70,62,69,60,76,60,57,54,56,50,71,56,86,73,79,75,57,39,52,44,65,68,37,32,66,62,74,67,68,50,73,68,56,57,59,53,63,53,68,55,61,56,69,62,49,48,81,67,85,78,80,73,62,61,72,71,74,56,26,28,35,35,37,36,79,53,48,40,53,61,39,28,54,50
642b07e93fc1bbe49c8927e3,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Bachelor's degree,Education & Training,69,54,41,36,69,55,19,9,69,57,66,55,63,46,63,50,69,55,66,55,53,43,3,0,3,0,41,41,56,46,50,48,81,57,50,45,47,43,60,45,63,54,60,43,47,41,44,41,0,0,3,0,22,16,0,0,0,0,10,9,0,0,22,16,0,0,0,0,10,9,44,37,50,41,63,50,56,45,56,45,63,52,56,52,47,43,50,50,41,37,50,41,41,37,47,39,47,39,0,0,25,29,75,57,81,61,72,59,75,57,44,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0,0,0,0,0,72,55,25,21,69,46,0,0,25,29,44,39,0,0,0,0,0,0,25,29,0,0,66,45,SAE,86,81,32,43,19,27,24,38,14,13,48,43,9,0,63,66,20,19,54,50,13,11,32,31,11,9,0,0,2,0,0,0,3,0,37,40,73,64,29,34,3,0,23,19,26,26,0,0,1,0,31,53,10,10,44,43,4,0,40,47,14,15,42,44,7,8,RIA,65,70,69,83,86,73,79,90,88,82,82,81,73,69,68,70,90,85,48,65,62,82,15,32,40,55,46,83,56,69,18,0,2,4,34,52,57,34,26,8,24,0,8,31,9,19,3,0,0,8,3,8,0,0,0,74,15,5,5,80,46,24,81,67,66,21,2,55,2,14,72,43,84,29,23,58,46,34,22,64,42,48,47,24,27,46,39,11,13,49,47,30,24,69,57,67,68,75,53,59,60,44,42,25,27,71,63,48,45,40,33,34,36,58,63,71,58,46,38,53,41,54,47,43,41,67,53,70,55,68,60,48,44,78,65,59,61,61,44,7,0,18,13,11,0,66,47,21,18,16,26,10,9,18,18
